mode,sg_bb,depth,sg_m,dino_bb,dino_m,clip_bb,precision,recall,f3,top_k,sg_map
intersection,.\weights\CVPR2022_CVNet_R101.pyth,101,400,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.04475108225108225,0.012832317844493167,0.013572729295673517,120,0.0013229959557269303
majority,.\weights\CVPR2022_CVNet_R101.pyth,101,400,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.12311228876623818,0.494436838957346,0.3394068909462985,120,0.0013229959557269303
union,.\weights\CVPR2022_CVNet_R101.pyth,101,400,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.010971759886018836,0.8048224041682789,0.09429214404724397,130,0.0013229959557269303
intersection,.\weights\CVPR2022_CVNet_R101.pyth,101,400,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.04691558441558441,0.013576365463540787,0.014359519556147988,130,0.0013229959557269303
majority,.\weights\CVPR2022_CVNet_R101.pyth,101,400,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.11449933251245821,0.5031322403272603,0.3346148610594369,130,0.0013229959557269303
union,.\weights\CVPR2022_CVNet_R101.pyth,101,400,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.010272396276714602,0.8108408446023037,0.08913568270315246,140,0.0013229959557269303
intersection,.\weights\CVPR2022_CVNet_R101.pyth,101,400,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.04856601731601731,0.014293754691959426,0.01510613331549987,140,0.0013229959557269303
majority,.\weights\CVPR2022_CVNet_R101.pyth,101,400,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.10605498378308424,0.5093902927906699,0.32771517725933674,140,0.0013229959557269303
union,.\weights\CVPR2022_CVNet_R101.pyth,101,400,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.009639013004440406,0.8139738970657133,0.08434407657442193,150,0.0013229959557269303
intersection,.\weights\CVPR2022_CVNet_R101.pyth,101,400,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.04826839826839827,0.015127989901194636,0.015902985997212193,150,0.0013229959557269303
majority,.\weights\CVPR2022_CVNet_R101.pyth,101,400,vit_base_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.09824059032436794,0.5152511030238541,0.3217244563065175,150,0.0013229959557269303
union,.\weights\CVPR2022_CVNet_R101.pyth,101,400,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.08940946254512888,0.5264666006925126,0.3243109626902556,10,0.0013229959557269303
intersection,.\weights\CVPR2022_CVNet_R101.pyth,101,400,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.007305194805194805,0.001644635126777984,0.001761101435026404,10,0.0013229959557269303
majority,.\weights\CVPR2022_CVNet_R101.pyth,101,400,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.37138025664811375,0.17061499133452915,0.1750991234206661,10,0.0013229959557269303
union,.\weights\CVPR2022_CVNet_R101.pyth,101,400,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.05128078339780852,0.5918222314487356,0.2640123536055474,20,0.0013229959557269303
intersection,.\weights\CVPR2022_CVNet_R101.pyth,101,400,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.012175324675324676,0.0028584781019845955,0.0030619919140805448,20,0.0013229959557269303
majority,.\weights\CVPR2022_CVNet_R101.pyth,101,400,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.3157425366840951,0.2321750414247072,0.22722462916611258,20,0.0013229959557269303
union,.\weights\CVPR2022_CVNet_R101.pyth,101,400,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.03629061342368114,0.6261511097472471,0.22003695014481192,30,0.0013229959557269303
intersection,.\weights\CVPR2022_CVNet_R101.pyth,101,400,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.014204545454545454,0.003906908837915332,0.004131950782349806,30,0.0013229959557269303
majority,.\weights\CVPR2022_CVNet_R101.pyth,101,400,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.25858220129013676,0.2662199954944894,0.2500111035802176,30,0.0013229959557269303
union,.\weights\CVPR2022_CVNet_R101.pyth,101,400,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.028391995901991655,0.6520301364612384,0.18960681893758843,40,0.0013229959557269303
intersection,.\weights\CVPR2022_CVNet_R101.pyth,101,400,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.01975108225108225,0.005106198815614401,0.0054315029941204495,40,0.0013229959557269303
majority,.\weights\CVPR2022_CVNet_R101.pyth,101,400,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.22005466184407646,0.29457418324396933,0.2644921533607486,40,0.0013229959557269303
union,.\weights\CVPR2022_CVNet_R101.pyth,101,400,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.023495440761052814,0.6733192413434965,0.16730721626808054,50,0.0013229959557269303
intersection,.\weights\CVPR2022_CVNet_R101.pyth,101,400,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.022186147186147184,0.0055004474241487225,0.0058616095723248544,50,0.0013229959557269303
majority,.\weights\CVPR2022_CVNet_R101.pyth,101,400,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.19059173930778106,0.31620491237923437,0.27251243836175415,50,0.0013229959557269303
union,.\weights\CVPR2022_CVNet_R101.pyth,101,400,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.01999552752707264,0.6859380276665656,0.14913382239746456,60,0.0013229959557269303
intersection,.\weights\CVPR2022_CVNet_R101.pyth,101,400,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.023809523809523808,0.006095685519386818,0.006477272965856832,60,0.0013229959557269303
majority,.\weights\CVPR2022_CVNet_R101.pyth,101,400,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.1691463389638619,0.3352496798412096,0.2779013612217389,60,0.0013229959557269303
union,.\weights\CVPR2022_CVNet_R101.pyth,101,400,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.017486972948950755,0.6989533198716019,0.13507901284887483,70,0.0013229959557269303
intersection,.\weights\CVPR2022_CVNet_R101.pyth,101,400,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.025432900432900432,0.006602990714192012,0.0070200414469370025,70,0.0013229959557269303
majority,.\weights\CVPR2022_CVNet_R101.pyth,101,400,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.1524257707295393,0.3520892053049234,0.28090309871209934,70,0.0013229959557269303
union,.\weights\CVPR2022_CVNet_R101.pyth,101,400,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.015568809935966163,0.7089678025930651,0.1235539015140697,80,0.0013229959557269303
intersection,.\weights\CVPR2022_CVNet_R101.pyth,101,400,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.027597402597402596,0.007877446777609116,0.00830166144647844,80,0.0013229959557269303
majority,.\weights\CVPR2022_CVNet_R101.pyth,101,400,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.13530579602783474,0.365372111840074,0.28033010539721187,80,0.0013229959557269303
union,.\weights\CVPR2022_CVNet_R101.pyth,101,400,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.014053473900295444,0.7184916413985598,0.11403266058965206,90,0.0013229959557269303
intersection,.\weights\CVPR2022_CVNet_R101.pyth,101,400,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.030776515151515155,0.009208035831412453,0.009651893762692931,90,0.0013229959557269303
majority,.\weights\CVPR2022_CVNet_R101.pyth,101,400,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.12335941385606328,0.37929375183003905,0.2807305727534086,90,0.0013229959557269303
union,.\weights\CVPR2022_CVNet_R101.pyth,101,400,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.012788869694329937,0.7249343148866878,0.10565494421198626,100,0.0013229959557269303
intersection,.\weights\CVPR2022_CVNet_R101.pyth,101,400,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.03233225108225109,0.009399684460561082,0.00985961512429543,100,0.0013229959557269303
majority,.\weights\CVPR2022_CVNet_R101.pyth,101,400,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.11174887576703445,0.38979899771415244,0.2787576648349711,100,0.0013229959557269303
union,.\weights\CVPR2022_CVNet_R101.pyth,101,400,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.011747918776015795,0.7305068731640781,0.09851143289601899,110,0.0013229959557269303
intersection,.\weights\CVPR2022_CVNet_R101.pyth,101,400,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.03371212121212121,0.01019204686006634,0.010682290089606335,110,0.0013229959557269303
majority,.\weights\CVPR2022_CVNet_R101.pyth,101,400,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.10249781507211211,0.39981012205157546,0.27605139037140564,110,0.0013229959557269303
union,.\weights\CVPR2022_CVNet_R101.pyth,101,400,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.010868626338916849,0.7355461926108651,0.09230627116189286,120,0.0013229959557269303
intersection,.\weights\CVPR2022_CVNet_R101.pyth,101,400,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.035646645021645024,0.010868453786473265,0.011397017607136316,120,0.0013229959557269303
majority,.\weights\CVPR2022_CVNet_R101.pyth,101,400,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.09538687241424074,0.41104594385963755,0.2738461870864425,120,0.0013229959557269303
union,.\weights\CVPR2022_CVNet_R101.pyth,101,400,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.010131460542669871,0.7419183850828952,0.08699778728746262,130,0.0013229959557269303
intersection,.\weights\CVPR2022_CVNet_R101.pyth,101,400,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.03763528138528138,0.011883064176083655,0.01244972390168771,130,0.0013229959557269303
majority,.\weights\CVPR2022_CVNet_R101.pyth,101,400,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.08857117825194605,0.42111676454328284,0.2710403654473023,130,0.0013229959557269303
union,.\weights\CVPR2022_CVNet_R101.pyth,101,400,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.00947565765645594,0.7477417681551324,0.08215760797275609,140,0.0013229959557269303
intersection,.\weights\CVPR2022_CVNet_R101.pyth,101,400,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.036958874458874455,0.01239036937088885,0.01296572988520747,140,0.0013229959557269303
majority,.\weights\CVPR2022_CVNet_R101.pyth,101,400,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.08235039490441104,0.4283459733755761,0.2665880072531026,140,0.0013229959557269303
union,.\weights\CVPR2022_CVNet_R101.pyth,101,400,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.008918471838942453,0.7527887594034224,0.07798850403435101,150,0.0013229959557269303
intersection,.\weights\CVPR2022_CVNet_R101.pyth,101,400,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.03896103896103896,0.013179510785030267,0.013793276182641284,150,0.0013229959557269303
majority,.\weights\CVPR2022_CVNet_R101.pyth,101,400,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.07700966690597157,0.4349876451958194,0.26174559249658913,150,0.0013229959557269303
union,.\weights\CVPR2022_CVNet_R101.pyth,101,400,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.10563006429699097,0.6003490242383243,0.3748936842884149,10,0.0013229959557269303
intersection,.\weights\CVPR2022_CVNet_R101.pyth,101,400,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.008116883116883116,0.0022534013605442177,0.0023649605915171392,10,0.0013229959557269303
majority,.\weights\CVPR2022_CVNet_R101.pyth,101,400,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.4881065115440115,0.26282004961340333,0.26755135100003463,10,0.0013229959557269303
union,.\weights\CVPR2022_CVNet_R101.pyth,101,400,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.05956104284755671,0.6732264773625067,0.3037357851810212,20,0.0013229959557269303
intersection,.\weights\CVPR2022_CVNet_R101.pyth,101,400,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.013798701298701298,0.003810718502276944,0.004027562194216224,20,0.0013229959557269303
majority,.\weights\CVPR2022_CVNet_R101.pyth,101,400,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.41758147606361895,0.3410498952044263,0.3325119938514197,20,0.0013229959557269303
union,.\weights\CVPR2022_CVNet_R101.pyth,101,400,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.04192561251464795,0.7108376892026147,0.2527959855751164,30,0.0013229959557269303
intersection,.\weights\CVPR2022_CVNet_R101.pyth,101,400,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.016639610389610388,0.004239109555667998,0.0044950060560955876,30,0.0013229959557269303
majority,.\weights\CVPR2022_CVNet_R101.pyth,101,400,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.3502447240962668,0.3815754192252235,0.3572539291176385,30,0.0013229959557269303
union,.\weights\CVPR2022_CVNet_R101.pyth,101,400,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.03260954051927423,0.7373626547859026,0.2169695612172898,40,0.0013229959557269303
intersection,.\weights\CVPR2022_CVNet_R101.pyth,101,400,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.023268398268398268,0.005845414956616255,0.006221616033791957,40,0.0013229959557269303
majority,.\weights\CVPR2022_CVNet_R101.pyth,101,400,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.29685459555307536,0.4110407267510734,0.36989040589247146,40,0.0013229959557269303
union,.\weights\CVPR2022_CVNet_R101.pyth,101,400,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.026749484360883997,0.7566844765427893,0.19011985870983678,50,0.0013229959557269303
intersection,.\weights\CVPR2022_CVNet_R101.pyth,101,400,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.02489177489177489,0.00617009028129158,0.006574523995395572,50,0.0013229959557269303
majority,.\weights\CVPR2022_CVNet_R101.pyth,101,400,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.25249731714170603,0.4292166652765153,0.371315123660307,50,0.0013229959557269303
union,.\weights\CVPR2022_CVNet_R101.pyth,101,400,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.022748915519479183,0.7719491554700922,0.1695042769841341,60,0.0013229959557269303
intersection,.\weights\CVPR2022_CVNet_R101.pyth,101,400,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.02773268398268398,0.0068391182230467945,0.00729271643882502,60,0.0013229959557269303
majority,.\weights\CVPR2022_CVNet_R101.pyth,101,400,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.2203341546353215,0.4467658672920323,0.3712800430195811,60,0.0013229959557269303
union,.\weights\CVPR2022_CVNet_R101.pyth,101,400,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.019766353823597184,0.7825032996484248,0.1525929823268017,70,0.0013229959557269303
intersection,.\weights\CVPR2022_CVNet_R101.pyth,101,400,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.028747294372294372,0.0073464234178519895,0.007793534880892181,70,0.0013229959557269303
majority,.\weights\CVPR2022_CVNet_R101.pyth,101,400,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.19279222802222468,0.45912944392103106,0.3672777295280191,70,0.0013229959557269303
union,.\weights\CVPR2022_CVNet_R101.pyth,101,400,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.017504540512767394,0.7908367948922522,0.13888340990748718,80,0.0013229959557269303
intersection,.\weights\CVPR2022_CVNet_R101.pyth,101,400,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.031994047619047616,0.00873683495436742,0.009223849974499954,80,0.0013229959557269303
majority,.\weights\CVPR2022_CVNet_R101.pyth,101,400,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.1730797634198039,0.47274362104981854,0.3644706159951922,80,0.0013229959557269303
union,.\weights\CVPR2022_CVNet_R101.pyth,101,400,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.015747793076709576,0.7998788328506864,0.1277723294815174,90,0.0013229959557269303
intersection,.\weights\CVPR2022_CVNet_R101.pyth,101,400,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.03645833333333333,0.01018337948126909,0.010725369620935805,90,0.0013229959557269303
majority,.\weights\CVPR2022_CVNet_R101.pyth,101,400,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.1566845099994365,0.48394699875076114,0.3606427360548531,90,0.0013229959557269303
union,.\weights\CVPR2022_CVNet_R101.pyth,101,400,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.014260695575893597,0.804367305236886,0.11783775056192267,100,0.0013229959557269303
intersection,.\weights\CVPR2022_CVNet_R101.pyth,101,400,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.03848755411255411,0.010510309495699106,0.011081623303131836,100,0.0013229959557269303
majority,.\weights\CVPR2022_CVNet_R101.pyth,101,400,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.1423546060059036,0.4911400717311718,0.3542628994319474,100,0.0013229959557269303
union,.\weights\CVPR2022_CVNet_R101.pyth,101,400,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.013084020569963592,0.8095907995933063,0.10973285882513793,110,0.0013229959557269303
intersection,.\weights\CVPR2022_CVNet_R101.pyth,101,400,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.04051677489177489,0.011378042952718275,0.01198855480907251,110,0.0013229959557269303
majority,.\weights\CVPR2022_CVNet_R101.pyth,101,400,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.13196471354381503,0.5031377909290436,0.35133523512924797,110,0.0013229959557269303
union,.\weights\CVPR2022_CVNet_R101.pyth,101,400,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.012097490873334026,0.8150062061140413,0.10275949999903541,120,0.0013229959557269303
intersection,.\weights\CVPR2022_CVNet_R101.pyth,101,400,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.04420995670995671,0.012426473688649013,0.013105567706099731,120,0.0013229959557269303
majority,.\weights\CVPR2022_CVNet_R101.pyth,101,400,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.12207441017134249,0.5109930301321631,0.3455736814673049,120,0.0013229959557269303
union,.\weights\CVPR2022_CVNet_R101.pyth,101,400,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.011240468036831756,0.8193767116006183,0.0965540804662315,130,0.0013229959557269303
intersection,.\weights\CVPR2022_CVNet_R101.pyth,101,400,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.0461038961038961,0.013215615102790425,0.013899138305127226,130,0.0013229959557269303
majority,.\weights\CVPR2022_CVNet_R101.pyth,101,400,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.11328457974400609,0.5199284241933687,0.3401432455533795,130,0.0013229959557269303
union,.\weights\CVPR2022_CVNet_R101.pyth,101,400,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.010511072414234497,0.8250221619295101,0.09116268792355488,140,0.0013229959557269303
intersection,.\weights\CVPR2022_CVNet_R101.pyth,101,400,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.046536796536796536,0.013885257959933284,0.01458883638339912,140,0.0013229959557269303
majority,.\weights\CVPR2022_CVNet_R101.pyth,101,400,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.10471534720180714,0.5269216105863833,0.3333022269629745,140,0.0013229959557269303
union,.\weights\CVPR2022_CVNet_R101.pyth,101,400,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.009864418084856377,0.8287102659590007,0.08628025635245658,150,0.0013229959557269303
intersection,.\weights\CVPR2022_CVNet_R101.pyth,101,400,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.04623917748917749,0.014719493169168494,0.015420900822534608,150,0.0013229959557269303
majority,.\weights\CVPR2022_CVNet_R101.pyth,101,400,vit_large_patch14_dinov2.lvd142m,1000,openai/clip-vit-large-patch14,0.09754752127249898,0.5322321542253265,0.3267398202739272,150,0.0013229959557269303
union,.\weights\CVPR2022_CVNet_R101.pyth,101,450,vit_small_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.07046940849976832,0.410819134816461,0.2547195455542885,10,0.0013381696393195582
intersection,.\weights\CVPR2022_CVNet_R101.pyth,101,450,vit_small_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.007305194805194805,0.001644635126777984,0.001761101435026404,10,0.0013381696393195582
majority,.\weights\CVPR2022_CVNet_R101.pyth,101,450,vit_small_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.3409168212739641,0.14514448248572578,0.14990504814512595,10,0.0013381696393195582
union,.\weights\CVPR2022_CVNet_R101.pyth,101,450,vit_small_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.041558810632920024,0.4856995586828713,0.2146565821289836,20,0.0013381696393195582
intersection,.\weights\CVPR2022_CVNet_R101.pyth,101,450,vit_small_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.012175324675324676,0.002784688255467476,0.0029824303864992153,20,0.0013381696393195582
majority,.\weights\CVPR2022_CVNet_R101.pyth,101,450,vit_small_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.3042829532480506,0.19395127958738065,0.19261378014775185,20,0.0013381696393195582
union,.\weights\CVPR2022_CVNet_R101.pyth,101,450,vit_small_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.02978556211673716,0.5178057374676932,0.18065938775784282,30,0.0013381696393195582
intersection,.\weights\CVPR2022_CVNet_R101.pyth,101,450,vit_small_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.015422077922077922,0.003995456653735875,0.004229342551706903,30,0.0013381696393195582
majority,.\weights\CVPR2022_CVNet_R101.pyth,101,450,vit_small_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.25917421442512156,0.22721255069361923,0.2169593728196015,30,0.0013381696393195582
union,.\weights\CVPR2022_CVNet_R101.pyth,101,450,vit_small_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.023525233615366115,0.5447804529737302,0.15712122730399972,40,0.0013381696393195582
intersection,.\weights\CVPR2022_CVNet_R101.pyth,101,450,vit_small_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.018668831168831168,0.004870071306759619,0.005154618841809842,40,0.0013381696393195582
majority,.\weights\CVPR2022_CVNet_R101.pyth,101,450,vit_small_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.22224133755587278,0.252306436785882,0.23053340820041396,40,0.0013381696393195582
union,.\weights\CVPR2022_CVNet_R101.pyth,101,450,vit_small_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.01968034065933098,0.5691231277688019,0.14022063513257949,50,0.0013381696393195582
intersection,.\weights\CVPR2022_CVNet_R101.pyth,101,450,vit_small_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.021103896103896104,0.005264319915293941,0.005584725420014247,50,0.0013381696393195582
majority,.\weights\CVPR2022_CVNet_R101.pyth,101,450,vit_small_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.19073484016242792,0.27055704665581004,0.23717749304084634,50,0.0013381696393195582
union,.\weights\CVPR2022_CVNet_R101.pyth,101,450,vit_small_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.016868163175319088,0.5851625311864521,0.12591847872665457,60,0.0013381696393195582
intersection,.\weights\CVPR2022_CVNet_R101.pyth,101,450,vit_small_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.024215367965367964,0.005994839395813422,0.0063746101825967565,60,0.0013381696393195582
majority,.\weights\CVPR2022_CVNet_R101.pyth,101,450,vit_small_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.16612881302792587,0.2845653401618117,0.24057490377429253,60,0.0013381696393195582
union,.\weights\CVPR2022_CVNet_R101.pyth,101,450,vit_small_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.014868308499518828,0.6012223573207625,0.11493426959822503,70,0.0013381696393195582
intersection,.\weights\CVPR2022_CVNet_R101.pyth,101,450,vit_small_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.0248241341991342,0.006258638097112123,0.006619469345440108,70,0.0013381696393195582
majority,.\weights\CVPR2022_CVNet_R101.pyth,101,450,vit_small_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.15032901611648555,0.3010462407706248,0.24606315968687173,70,0.0013381696393195582
union,.\weights\CVPR2022_CVNet_R101.pyth,101,450,vit_small_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.013331707940043359,0.6144094700817391,0.10586252868601559,80,0.0013381696393195582
intersection,.\weights\CVPR2022_CVNet_R101.pyth,101,450,vit_small_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.028476731601731604,0.007066373381308446,0.007493029933223767,80,0.0013381696393195582
majority,.\weights\CVPR2022_CVNet_R101.pyth,101,450,vit_small_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.13404994406048454,0.3139340990819935,0.24656253995047486,80,0.0013381696393195582
union,.\weights\CVPR2022_CVNet_R101.pyth,101,450,vit_small_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.012064603625006885,0.625139890004529,0.09795702662453147,90,0.0013381696393195582
intersection,.\weights\CVPR2022_CVNet_R101.pyth,101,450,vit_small_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.03226461038961039,0.009337168062817413,0.009799980976816685,90,0.0013381696393195582
majority,.\weights\CVPR2022_CVNet_R101.pyth,101,450,vit_small_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.12006820174786191,0.32509318777044616,0.2463323646528566,90,0.0013381696393195582
union,.\weights\CVPR2022_CVNet_R101.pyth,101,450,vit_small_patch14_dinov2.lvd142m,1000,openai/clip-vit-base-patch32,0.011052704752734708,0.6340795591917632,0.09135450062539752,100,0.0013381696393195582
